[2024-08-13T09:06:50.552+0000] {local_task_job_runner.py:120} INFO - ::group::Pre task execution logs
[2024-08-13T09:06:50.622+0000] {taskinstance.py:2076} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: streaming_data.send_data manual__2024-08-13T09:06:35.620543+00:00 [queued]>
[2024-08-13T09:06:50.635+0000] {taskinstance.py:2076} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: streaming_data.send_data manual__2024-08-13T09:06:35.620543+00:00 [queued]>
[2024-08-13T09:06:50.636+0000] {taskinstance.py:2306} INFO - Starting attempt 1 of 2
[2024-08-13T09:06:53.057+0000] {logging_mixin.py:188} INFO - Delivered message to stock_data [0]
[2024-08-13T09:06:53.057+0000] {logging_mixin.py:188} INFO - Delivered message to stock_data [0]
[2024-08-13T09:06:53.058+0000] {logging_mixin.py:188} INFO - Delivered message to stock_data [0]
[2024-08-13T09:06:53.058+0000] {logging_mixin.py:188} INFO - Delivered message to stock_data [0]
[2024-08-13T09:06:53.058+0000] {logging_mixin.py:188} INFO - Delivered message to stock_data [0]
[2024-08-13T09:06:53.059+0000] {logging_mixin.py:188} INFO - Delivered message to stock_data [0]
[2024-08-13T09:06:53.059+0000] {logging_mixin.py:188} INFO - Delivered message to stock_data [0]
[2024-08-13T09:06:53.060+0000] {python.py:237} INFO - Done. Returned value was: None
[2024-08-13T09:06:53.060+0000] {taskinstance.py:441} INFO - ::group::Post task execution logs
[2024-08-13T09:06:53.075+0000] {taskinstance.py:1206} INFO - Marking task as SUCCESS. dag_id=streaming_data, task_id=send_data, run_id=manual__2024-08-13T09:06:35.620543+00:00, execution_date=20240813T090635, start_date=20240813T090650, end_date=20240813T090653
[2024-08-13T09:06:53.119+0000] {local_task_job_runner.py:243} INFO - Task exited with return code 0
[2024-08-13T09:06:53.144+0000] {taskinstance.py:3503} INFO - 0 downstream tasks scheduled from follow-on schedule check
[2024-08-13T09:06:53.147+0000] {local_task_job_runner.py:222} INFO - ::endgroup::
