[2024-08-16T04:54:46.699+0000] {local_task_job_runner.py:120} INFO - ::group::Pre task execution logs
[2024-08-16T04:54:46.781+0000] {taskinstance.py:2076} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: streaming_data.send_data manual__2024-08-16T04:54:32.107731+00:00 [queued]>
[2024-08-16T04:54:46.801+0000] {taskinstance.py:2076} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: streaming_data.send_data manual__2024-08-16T04:54:32.107731+00:00 [queued]>
[2024-08-16T04:54:46.803+0000] {taskinstance.py:2306} INFO - Starting attempt 1 of 2
[2024-08-16T04:54:49.531+0000] {logging_mixin.py:188} INFO - Delivered message to data [0]
[2024-08-16T04:54:49.532+0000] {logging_mixin.py:188} INFO - Delivered message to data [0]
[2024-08-16T04:54:49.533+0000] {logging_mixin.py:188} INFO - Delivered message to data [0]
[2024-08-16T04:54:49.534+0000] {logging_mixin.py:188} INFO - Delivered message to data [0]
[2024-08-16T04:54:49.535+0000] {logging_mixin.py:188} INFO - Delivered message to data [0]
[2024-08-16T04:54:49.537+0000] {logging_mixin.py:188} INFO - Delivered message to data [0]
[2024-08-16T04:54:49.538+0000] {logging_mixin.py:188} INFO - Delivered message to data [0]
[2024-08-16T04:54:49.539+0000] {logging_mixin.py:188} INFO - Delivered message to data [0]
[2024-08-16T04:54:49.539+0000] {logging_mixin.py:188} INFO - Delivered message to data [0]
[2024-08-16T04:54:49.540+0000] {logging_mixin.py:188} INFO - Delivered message to data [0]
[2024-08-16T04:54:49.541+0000] {logging_mixin.py:188} INFO - Delivered message to data [0]
[2024-08-16T04:54:49.542+0000] {logging_mixin.py:188} INFO - Delivered message to data [0]
[2024-08-16T04:54:49.542+0000] {logging_mixin.py:188} INFO - Delivered message to data [0]
[2024-08-16T04:54:49.543+0000] {logging_mixin.py:188} INFO - Delivered message to data [0]
[2024-08-16T04:54:49.544+0000] {logging_mixin.py:188} INFO - Delivered message to data [0]
[2024-08-16T04:54:49.545+0000] {logging_mixin.py:188} INFO - Delivered message to data [0]
[2024-08-16T04:54:49.548+0000] {logging_mixin.py:188} INFO - Delivered message to data [0]
[2024-08-16T04:54:49.550+0000] {logging_mixin.py:188} INFO - Delivered message to data [0]
[2024-08-16T04:54:49.552+0000] {logging_mixin.py:188} INFO - Delivered message to data [0]
[2024-08-16T04:54:49.553+0000] {logging_mixin.py:188} INFO - Delivered message to data [0]
[2024-08-16T04:54:49.554+0000] {logging_mixin.py:188} INFO - Delivered message to data [0]
[2024-08-16T04:54:49.555+0000] {logging_mixin.py:188} INFO - Delivered message to data [0]
[2024-08-16T04:54:49.556+0000] {logging_mixin.py:188} INFO - Delivered message to data [0]
[2024-08-16T04:54:49.557+0000] {logging_mixin.py:188} INFO - Delivered message to data [0]
[2024-08-16T04:54:49.558+0000] {logging_mixin.py:188} INFO - Delivered message to data [0]
[2024-08-16T04:54:49.559+0000] {logging_mixin.py:188} INFO - Delivered message to data [0]
[2024-08-16T04:54:49.559+0000] {logging_mixin.py:188} INFO - Delivered message to data [0]
[2024-08-16T04:54:49.560+0000] {logging_mixin.py:188} INFO - Delivered message to data [0]
[2024-08-16T04:54:49.561+0000] {logging_mixin.py:188} INFO - Delivered message to data [0]
[2024-08-16T04:54:49.563+0000] {logging_mixin.py:188} INFO - Delivered message to data [0]
[2024-08-16T04:54:49.565+0000] {logging_mixin.py:188} INFO - Delivered message to data [0]
[2024-08-16T04:54:49.566+0000] {logging_mixin.py:188} INFO - Delivered message to data [0]
[2024-08-16T04:54:49.568+0000] {logging_mixin.py:188} INFO - Delivered message to data [0]
[2024-08-16T04:54:49.569+0000] {logging_mixin.py:188} INFO - Delivered message to data [0]
[2024-08-16T04:54:49.570+0000] {logging_mixin.py:188} INFO - Delivered message to data [0]
[2024-08-16T04:54:49.571+0000] {logging_mixin.py:188} INFO - Delivered message to data [0]
[2024-08-16T04:54:49.572+0000] {logging_mixin.py:188} INFO - Delivered message to data [0]
[2024-08-16T04:54:49.574+0000] {logging_mixin.py:188} INFO - Delivered message to data [0]
[2024-08-16T04:54:49.575+0000] {logging_mixin.py:188} INFO - Delivered message to data [0]
[2024-08-16T04:54:49.576+0000] {logging_mixin.py:188} INFO - Delivered message to data [0]
[2024-08-16T04:54:49.577+0000] {logging_mixin.py:188} INFO - Delivered message to data [0]
[2024-08-16T04:54:49.578+0000] {logging_mixin.py:188} INFO - Delivered message to data [0]
[2024-08-16T04:54:49.579+0000] {logging_mixin.py:188} INFO - Delivered message to data [0]
[2024-08-16T04:54:49.580+0000] {logging_mixin.py:188} INFO - Delivered message to data [0]
[2024-08-16T04:54:49.581+0000] {logging_mixin.py:188} INFO - Delivered message to data [0]
[2024-08-16T04:54:49.582+0000] {logging_mixin.py:188} INFO - Delivered message to data [0]
[2024-08-16T04:54:49.583+0000] {logging_mixin.py:188} INFO - Delivered message to data [0]
[2024-08-16T04:54:49.584+0000] {logging_mixin.py:188} INFO - Delivered message to data [0]
[2024-08-16T04:54:49.584+0000] {logging_mixin.py:188} INFO - Delivered message to data [0]
[2024-08-16T04:54:49.585+0000] {logging_mixin.py:188} INFO - Delivered message to data [0]
[2024-08-16T04:54:49.586+0000] {logging_mixin.py:188} INFO - Delivered message to data [0]
[2024-08-16T04:54:49.587+0000] {logging_mixin.py:188} INFO - Delivered message to data [0]
[2024-08-16T04:54:49.587+0000] {logging_mixin.py:188} INFO - Delivered message to data [0]
[2024-08-16T04:54:49.588+0000] {logging_mixin.py:188} INFO - Delivered message to data [0]
[2024-08-16T04:54:49.589+0000] {logging_mixin.py:188} INFO - Delivered message to data [0]
[2024-08-16T04:54:49.589+0000] {logging_mixin.py:188} INFO - Delivered message to data [0]
[2024-08-16T04:54:49.590+0000] {logging_mixin.py:188} INFO - Delivered message to data [0]
[2024-08-16T04:54:49.591+0000] {logging_mixin.py:188} INFO - Delivered message to data [0]
[2024-08-16T04:54:49.591+0000] {logging_mixin.py:188} INFO - Delivered message to data [0]
[2024-08-16T04:54:49.592+0000] {logging_mixin.py:188} INFO - Delivered message to data [0]
[2024-08-16T04:54:49.593+0000] {logging_mixin.py:188} INFO - Delivered message to data [0]
[2024-08-16T04:54:49.593+0000] {logging_mixin.py:188} INFO - Delivered message to data [0]
[2024-08-16T04:54:49.594+0000] {logging_mixin.py:188} INFO - Delivered message to data [0]
[2024-08-16T04:54:49.595+0000] {logging_mixin.py:188} INFO - Delivered message to data [0]
[2024-08-16T04:54:49.597+0000] {logging_mixin.py:188} INFO - Delivered message to data [0]
[2024-08-16T04:54:49.598+0000] {logging_mixin.py:188} INFO - Delivered message to data [0]
[2024-08-16T04:54:49.599+0000] {logging_mixin.py:188} INFO - Delivered message to data [0]
[2024-08-16T04:54:49.600+0000] {logging_mixin.py:188} INFO - Delivered message to data [0]
[2024-08-16T04:54:49.601+0000] {logging_mixin.py:188} INFO - Delivered message to data [0]
[2024-08-16T04:54:49.602+0000] {logging_mixin.py:188} INFO - Delivered message to data [0]
[2024-08-16T04:54:49.603+0000] {logging_mixin.py:188} INFO - Delivered message to data [0]
[2024-08-16T04:54:49.604+0000] {logging_mixin.py:188} INFO - Delivered message to data [0]
[2024-08-16T04:54:49.604+0000] {logging_mixin.py:188} INFO - Delivered message to data [0]
[2024-08-16T04:54:49.605+0000] {logging_mixin.py:188} INFO - Delivered message to data [0]
[2024-08-16T04:54:49.606+0000] {logging_mixin.py:188} INFO - Delivered message to data [0]
[2024-08-16T04:54:49.607+0000] {logging_mixin.py:188} INFO - Delivered message to data [0]
[2024-08-16T04:54:49.607+0000] {logging_mixin.py:188} INFO - Delivered message to data [0]
[2024-08-16T04:54:49.608+0000] {logging_mixin.py:188} INFO - Delivered message to data [0]
[2024-08-16T04:54:49.609+0000] {logging_mixin.py:188} INFO - Delivered message to data [0]
[2024-08-16T04:54:49.610+0000] {logging_mixin.py:188} INFO - Delivered message to data [0]
[2024-08-16T04:54:49.611+0000] {logging_mixin.py:188} INFO - Delivered message to data [0]
[2024-08-16T04:54:49.612+0000] {logging_mixin.py:188} INFO - Delivered message to data [0]
[2024-08-16T04:54:49.613+0000] {logging_mixin.py:188} INFO - Delivered message to data [0]
[2024-08-16T04:54:49.614+0000] {logging_mixin.py:188} INFO - Delivered message to data [0]
[2024-08-16T04:54:49.615+0000] {logging_mixin.py:188} INFO - Delivered message to data [0]
[2024-08-16T04:54:49.616+0000] {logging_mixin.py:188} INFO - Delivered message to data [0]
[2024-08-16T04:54:49.617+0000] {logging_mixin.py:188} INFO - Delivered message to data [0]
[2024-08-16T04:54:49.617+0000] {logging_mixin.py:188} INFO - Delivered message to data [0]
[2024-08-16T04:54:49.618+0000] {logging_mixin.py:188} INFO - Delivered message to data [0]
[2024-08-16T04:54:49.619+0000] {logging_mixin.py:188} INFO - Delivered message to data [0]
[2024-08-16T04:54:49.619+0000] {logging_mixin.py:188} INFO - Delivered message to data [0]
[2024-08-16T04:54:49.620+0000] {logging_mixin.py:188} INFO - Delivered message to data [0]
[2024-08-16T04:54:49.621+0000] {logging_mixin.py:188} INFO - Delivered message to data [0]
[2024-08-16T04:54:49.621+0000] {logging_mixin.py:188} INFO - Delivered message to data [0]
[2024-08-16T04:54:49.622+0000] {logging_mixin.py:188} INFO - Delivered message to data [0]
[2024-08-16T04:54:49.623+0000] {logging_mixin.py:188} INFO - Delivered message to data [0]
[2024-08-16T04:54:49.623+0000] {logging_mixin.py:188} INFO - Delivered message to data [0]
[2024-08-16T04:54:49.624+0000] {logging_mixin.py:188} INFO - Delivered message to data [0]
[2024-08-16T04:54:49.624+0000] {logging_mixin.py:188} INFO - Delivered message to data [0]
[2024-08-16T04:54:49.625+0000] {logging_mixin.py:188} INFO - Delivered message to data [0]
[2024-08-16T04:54:49.626+0000] {logging_mixin.py:188} INFO - Delivered message to data [0]
[2024-08-16T04:54:49.627+0000] {logging_mixin.py:188} INFO - Delivered message to data [0]
[2024-08-16T04:54:49.628+0000] {logging_mixin.py:188} INFO - Delivered message to data [0]
[2024-08-16T04:54:49.628+0000] {logging_mixin.py:188} INFO - Delivered message to data [0]
[2024-08-16T04:54:49.629+0000] {logging_mixin.py:188} INFO - Delivered message to data [0]
[2024-08-16T04:54:49.630+0000] {logging_mixin.py:188} INFO - Delivered message to data [0]
[2024-08-16T04:54:49.632+0000] {logging_mixin.py:188} INFO - Delivered message to data [0]
[2024-08-16T04:54:49.632+0000] {logging_mixin.py:188} INFO - Delivered message to data [0]
[2024-08-16T04:54:49.633+0000] {logging_mixin.py:188} INFO - Delivered message to data [0]
[2024-08-16T04:54:49.634+0000] {logging_mixin.py:188} INFO - Delivered message to data [0]
[2024-08-16T04:54:49.635+0000] {logging_mixin.py:188} INFO - Delivered message to data [0]
[2024-08-16T04:54:49.637+0000] {logging_mixin.py:188} INFO - Delivered message to data [0]
[2024-08-16T04:54:49.638+0000] {logging_mixin.py:188} INFO - Delivered message to data [0]
[2024-08-16T04:54:49.639+0000] {logging_mixin.py:188} INFO - Delivered message to data [0]
[2024-08-16T04:54:49.639+0000] {logging_mixin.py:188} INFO - Delivered message to data [0]
[2024-08-16T04:54:49.640+0000] {logging_mixin.py:188} INFO - Delivered message to data [0]
[2024-08-16T04:54:49.641+0000] {logging_mixin.py:188} INFO - Delivered message to data [0]
[2024-08-16T04:54:49.642+0000] {logging_mixin.py:188} INFO - Delivered message to data [0]
[2024-08-16T04:54:49.643+0000] {logging_mixin.py:188} INFO - Delivered message to data [0]
[2024-08-16T04:54:49.644+0000] {logging_mixin.py:188} INFO - Delivered message to data [0]
[2024-08-16T04:54:49.645+0000] {logging_mixin.py:188} INFO - Delivered message to data [0]
[2024-08-16T04:54:49.647+0000] {logging_mixin.py:188} INFO - Delivered message to data [0]
[2024-08-16T04:54:49.648+0000] {logging_mixin.py:188} INFO - Delivered message to data [0]
[2024-08-16T04:54:49.649+0000] {logging_mixin.py:188} INFO - Delivered message to data [0]
[2024-08-16T04:54:49.650+0000] {logging_mixin.py:188} INFO - Delivered message to data [0]
[2024-08-16T04:54:49.651+0000] {logging_mixin.py:188} INFO - Delivered message to data [0]
[2024-08-16T04:54:49.652+0000] {logging_mixin.py:188} INFO - Delivered message to data [0]
[2024-08-16T04:54:49.653+0000] {logging_mixin.py:188} INFO - Delivered message to data [0]
[2024-08-16T04:54:49.653+0000] {logging_mixin.py:188} INFO - Delivered message to data [0]
[2024-08-16T04:54:49.654+0000] {logging_mixin.py:188} INFO - Delivered message to data [0]
[2024-08-16T04:54:49.656+0000] {logging_mixin.py:188} INFO - Delivered message to data [0]
[2024-08-16T04:54:49.674+0000] {logging_mixin.py:188} INFO - Delivered message to data [0]
[2024-08-16T04:54:49.676+0000] {logging_mixin.py:188} INFO - Delivered message to data [0]
[2024-08-16T04:54:49.678+0000] {logging_mixin.py:188} INFO - Delivered message to data [0]
[2024-08-16T04:54:49.681+0000] {logging_mixin.py:188} INFO - Delivered message to data [0]
[2024-08-16T04:54:49.682+0000] {logging_mixin.py:188} INFO - Delivered message to data [0]
[2024-08-16T04:54:49.683+0000] {logging_mixin.py:188} INFO - Delivered message to data [0]
[2024-08-16T04:54:49.684+0000] {logging_mixin.py:188} INFO - Delivered message to data [0]
[2024-08-16T04:54:49.685+0000] {logging_mixin.py:188} INFO - Delivered message to data [0]
[2024-08-16T04:54:49.687+0000] {logging_mixin.py:188} INFO - Delivered message to data [0]
[2024-08-16T04:54:49.688+0000] {logging_mixin.py:188} INFO - Delivered message to data [0]
[2024-08-16T04:54:49.689+0000] {logging_mixin.py:188} INFO - Delivered message to data [0]
[2024-08-16T04:54:49.690+0000] {logging_mixin.py:188} INFO - Delivered message to data [0]
[2024-08-16T04:54:49.691+0000] {logging_mixin.py:188} INFO - Delivered message to data [0]
[2024-08-16T04:54:49.692+0000] {logging_mixin.py:188} INFO - Delivered message to data [0]
[2024-08-16T04:54:49.692+0000] {logging_mixin.py:188} INFO - Delivered message to data [0]
[2024-08-16T04:54:49.693+0000] {logging_mixin.py:188} INFO - Delivered message to data [0]
[2024-08-16T04:54:49.693+0000] {logging_mixin.py:188} INFO - Delivered message to data [0]
[2024-08-16T04:54:49.694+0000] {logging_mixin.py:188} INFO - Delivered message to data [0]
[2024-08-16T04:54:49.694+0000] {logging_mixin.py:188} INFO - Delivered message to data [0]
[2024-08-16T04:54:49.695+0000] {logging_mixin.py:188} INFO - Delivered message to data [0]
[2024-08-16T04:54:49.697+0000] {logging_mixin.py:188} INFO - Delivered message to data [0]
[2024-08-16T04:54:49.700+0000] {logging_mixin.py:188} INFO - Delivered message to data [0]
[2024-08-16T04:54:49.701+0000] {logging_mixin.py:188} INFO - Delivered message to data [0]
[2024-08-16T04:54:49.702+0000] {logging_mixin.py:188} INFO - Delivered message to data [0]
[2024-08-16T04:54:49.702+0000] {logging_mixin.py:188} INFO - Delivered message to data [0]
[2024-08-16T04:54:49.703+0000] {logging_mixin.py:188} INFO - Delivered message to data [0]
[2024-08-16T04:54:49.704+0000] {logging_mixin.py:188} INFO - Delivered message to data [0]
[2024-08-16T04:54:49.704+0000] {logging_mixin.py:188} INFO - Delivered message to data [0]
[2024-08-16T04:54:49.705+0000] {logging_mixin.py:188} INFO - Delivered message to data [0]
[2024-08-16T04:54:49.706+0000] {logging_mixin.py:188} INFO - Delivered message to data [0]
[2024-08-16T04:54:49.707+0000] {logging_mixin.py:188} INFO - Delivered message to data [0]
[2024-08-16T04:54:49.708+0000] {logging_mixin.py:188} INFO - Delivered message to data [0]
[2024-08-16T04:54:49.708+0000] {logging_mixin.py:188} INFO - Delivered message to data [0]
[2024-08-16T04:54:49.709+0000] {logging_mixin.py:188} INFO - Delivered message to data [0]
[2024-08-16T04:54:49.710+0000] {logging_mixin.py:188} INFO - Delivered message to data [0]
